normalized_manufacturer,ticker,country_exchange_code,fuzzy_score,fuzzy_method,source
BIOPROTECT,BIM,FR,100,partial,fuzzy_match
BIOPOLY,BIM,FR,100,partial,fuzzy_match
BIONIX,BIM,FR,100,partial,fuzzy_match
BIOMIMETIC THERAPEUTICS,BIM,FR,100,partial,fuzzy_match
BIOMET SPINE,ZBH,US,100,partial,fuzzy_match
BIOMET ORTHO SWITZ,ZBH,US,100,partial,fuzzy_match
BIOMET G K,BIM,FR,100,partial,fuzzy_match
BIOMET FRANCE,BIM,FR,100,partial,fuzzy_match
BIOMET,ZBH,US,100,partial,fuzzy_match
BIOMERIEUX,BIM,FR,100,partial,fuzzy_match
BIOMEDICAL INNOVATIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BONE SOLUTIONS,HSIC,US,100,partial,fuzzy_match
BONALIVE BIOMATERIALS,BIM,FR,100,partial,fuzzy_match
BODY VISION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BLUE SKY BIO,BIM,FR,100,partial,fuzzy_match
BK MEDITECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
BK MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOWAVE,BIM,FR,100,partial,fuzzy_match
BIOVENTUS,BIM,FR,100,partial,fuzzy_match
BIOTEK INSTRUMENTS,BIM,FR,100,partial,fuzzy_match
MERIDIAN BIOSCIENCE,BIM,FR,100,partial,fuzzy_match
MENTOR TEXAS L P,JNJ,US,100,partial,fuzzy_match
MENTOR,JNJ,US,100,partial,fuzzy_match
MEDTRONICS NAVIGATION,MDT,US,100,partial,fuzzy_match
MEDTRONICS,MDT,US,100,partial,fuzzy_match
MEDTRONICMINIMED,MDT,US,100,partial,fuzzy_match
MEDTRONIC VASCULAR,MDT,US,100,partial,fuzzy_match
MEDTRONIC SPINALGRAFT,MDT,US,100,partial,fuzzy_match
MEDTRONIC SPINAL AND BIOLOGICS,MDT,US,100,partial,fuzzy_match
MEDTRONIC SOFAMOR DANEK DEGGENDORF,MDT,US,100,partial,fuzzy_match
MEDTRONIC SOFAMOR DANEK,MDT,US,100,partial,fuzzy_match
MEDTRONIC SOFAMOR,MDT,US,100,partial,fuzzy_match
MEDTRONIC RICE CREEK,MDT,US,100,partial,fuzzy_match
MEDTRONIC PUERTO RICO OPERATIONS VILLALBA,MDT,US,100,partial,fuzzy_match
BREAS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRAUN MEDICAL INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRAUN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRAUN,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRASSELER U MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRASSELER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BOUND TREE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BOSTON SCIENTIFIC WAY,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC SPENCER,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC SCIMED,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CORPORATON,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CORPORATIO,BSX,US,100,partial,fuzzy_match
CANGNAN COUNTY QIWEI CRAFT,GALD,CH,100,partial,fuzzy_match
CANARY MEDICAL USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
CALDERA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
C,DXCM,US,100,partial,fuzzy_match
BSN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRYAN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDTRONIC PUERTO RICO OPERATIONS HUMACAO,MDT,US,100,partial,fuzzy_match
MEDTRONIC PUERTO RICO JUNCOS,MDT,US,100,partial,fuzzy_match
MEDTRONIC PERFUSION SYSTEMS,MDT,US,100,partial,fuzzy_match
MEDTRONIC NAVIGATION ISRAEL,MDT,US,100,partial,fuzzy_match
MEDTRONIC MINMED,MDT,US,100,partial,fuzzy_match
MEDTRONIC MEXICO S DR R L CV,MDT,US,100,partial,fuzzy_match
MEDTRONIC MEDICAL COSTA RICA,MDT,US,100,partial,fuzzy_match
MEDTRONIC INCE,MDT,US,100,partial,fuzzy_match
MEDTRONIC FABRICATION S,MDT,US,100,partial,fuzzy_match
MEDTRONIC ENGINEERING AND INNOVATION CENTER,MDT,US,100,partial,fuzzy_match
MEDTRONIC DISTRIBUTION CENTER,MDT,US,100,partial,fuzzy_match
MEDTRONIC DIABETES,MDT,US,100,partial,fuzzy_match
MEDTRONIC DEXTER,MDT,US,100,partial,fuzzy_match
MEDTRONIC CRDM,MDT,US,100,partial,fuzzy_match
MEDTRONIC COVIDIEN,MDT,US,100,partial,fuzzy_match
MEDTRONIC COREVALVE,MDT,US,100,partial,fuzzy_match
CARDINAL HEALTH SANTA HEALTH,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH SANTA CLASA,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH NPWT,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH 222,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH 22,CAH,US,100,partial,fuzzy_match
CARBON MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARBON MEDIC AL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARBOFIX ORTHOPEDICS,QDEL,US,100,partial,fuzzy_match
CANTEL MEDIVATORS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CANON MEDICAL SYSTEM USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
CANON MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
CANON MEDICAL INFORMATICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CAREMED SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
CAREMAX REHABILITATION EQUIPMENT,GALD,CH,100,partial,fuzzy_match
CAREFUSION SANDIEGO CA MANUFACTURED IN,BDX,US,100,partial,fuzzy_match
CAREFUSION 2200,BDX,US,100,partial,fuzzy_match
CAREFUSION 213 0113,BDX,US,100,partial,fuzzy_match
CAREFUSION 213,BDX,US,100,partial,fuzzy_match
CARDIVA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARDINAL HEALTHCARE,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH SSANTA CLARA,CAH,US,100,partial,fuzzy_match
CEQUR,GALD,CH,100,partial,fuzzy_match
CENTURION MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CELESTICA,CLS,US,100,partial,fuzzy_match
CAYENNE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CATALYST ORTHOSCIENCE,QDEL,US,100,partial,fuzzy_match
CARL ZEISS MEDITEC OKO,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARL ZEISS MEDITEC CATARACT TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARL ZEISS MEDITEC,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDTRONIC ADVANCED ENERGY,MDT,US,100,partial,fuzzy_match
MEDTRONIC ABLATION FRONTIERS LL,MDT,US,100,partial,fuzzy_match
MEDTECH PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDTECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSPIRA,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSOURE LABS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSOURCE LABS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSOURCE INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSORB DOMINICANA,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDSAFETY SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDRON,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDRAD,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDOS INTERNATIONAL SARLRL,JNJ,US,100,partial,fuzzy_match
MEDOS INTERNATIONAL CH,JNJ,US,100,partial,fuzzy_match
MEDOS INTERNATIONAL ARL,JNJ,US,100,partial,fuzzy_match
MEDOS INTERANTIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHONGQING YUHE MEDICAL INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHONGQING JINSHAN SCIENCE AND TECHNOLOGY,GALD,CH,100,partial,fuzzy_match
CHINOOK MEDICAL GEAR,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU XINJIN SHIFENG MEDICAL APPARATUS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU XINJIN SHIFENG MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU XINJIN SHIFENG MED INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU SHIFENG MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHANNEL MEDSYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHANGZHOU NEWRISE MEDICAL AND HYGIENE PRODUCTS L,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHANGZHOU FIRST PEOPLE S HOSPITAL,ZBH,US,100,partial,fuzzy_match
CHANGZHOU BIOMET MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHALICE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
COCHLEAR BRISBANE,COH,AU,100,partial,fuzzy_match
CIVCO MEDICAL INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CIRCUMFIX SOLUTIONS,HSIC,US,100,partial,fuzzy_match
CINCINNATI SUB ZERO PRODUCTS,ZBH,US,100,partial,fuzzy_match
CIANNA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHRISTOPH MIETHKE GMH AND,PRIVATE,PRIVATE,100,token_set,fuzzy_match
CHRISTOPH MIETHKE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDOC ADVANCED MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDMIX DEUTSCHLAND,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDLINE SPINAL INDUSTRIES LP,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDLINE NAMIC,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDLINE INDUSTRIES LP SPT,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDLINE EXCELSIOR,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDISYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDISIM,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDISAFE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDIPURPOSE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDIPLUS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDIONICS INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDION GRIFOLS DIAGNOSTICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDINOL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDIMAGING INTEGRATED SOLUTION,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDILYNX,PRIVATE,PRIVATE,100,partial,fuzzy_match
COOK BIOTECH,COO,US,100,partial,fuzzy_match
CONVATEC,CTEC,GB,100,partial,fuzzy_match
CONTRACT MEDICAL INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONTEGO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONTEC MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONSOLIDATED MEDICAL EQUIPMENT COMP,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONMED CORPORATON,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONMED COROPORATION,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONMED CONMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONCENTRIC MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONAVI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
COMBO MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS US SCORP,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS CORPORTATION,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS CORPORTAION,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS CORPORATON,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS CORPORAION,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS COPORATION,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORDIS CASHEL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORCYM,PRIVATE,PRIVATE,100,partial,fuzzy_match
COOPER SURGICAL COOPERSURGICAL,COO,US,100,partial,fuzzy_match
COOK VASCULAR,COO,US,100,partial,fuzzy_match
COOK VANDERGRIFT,COO,US,100,partial,fuzzy_match
COOK MEDICAL HOLDINGS,COO,US,100,partial,fuzzy_match
COVIDIENT,MDT,US,100,partial,fuzzy_match
COVIDIEN NELLCOR,MDT,US,100,partial,fuzzy_match
COVIDIEN MFG PLAINFIELD,MDT,US,100,partial,fuzzy_match
COVIDIEN MEDICAL PRODUCTS MANUFACTURING,MDT,US,100,partial,fuzzy_match
COVIDIEN MANSFIELD,MDT,US,100,partial,fuzzy_match
COVIDIEN LP FORMERLY KNOW AS VALLEYLAB,MDT,US,100,partial,fuzzy_match
COVIDIEN LP BARRX,MDT,US,100,partial,fuzzy_match
COVIDIEN IRELAND MFG TULLAMORE,MDT,US,100,partial,fuzzy_match
COVIDIEN DEUTSCHLAND MFG,MDT,US,100,partial,fuzzy_match
CORPAK MEDSYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CORIN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICREA INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICON EG,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICOMP,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICOM ASIAN,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICO ELECTRODES INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICINAL U,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICEM TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL TECHNOLOGIES GEORGIA,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL MURRAY,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL INGENUITIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL IMAGING SOLUTIONS INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL ILLUMINATION INTRNATION,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL DEPOT DBA DRIVE DEVILBISS HEALTHCARE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL DEPOT,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL ACTON INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
CYPRESS MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CYMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
CVS HEALTH QUIDEL,QDEL,US,100,partial,fuzzy_match
CURRIE MEDICAL SPECIALTIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
CURLIN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CU MEDICAL,ICUI,US,100,partial,fuzzy_match
CTL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CT LUCIA 602 PRODUCT CODE HQL PRODUCT CODE HQL,GALD,CH,100,partial,fuzzy_match
CSA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
COYOL FREE ZONE BUILDING B25,ZBH,US,100,partial,fuzzy_match
DELTA MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
DEEP BLUE MEDICAL ADVANCES,PRIVATE,PRIVATE,100,partial,fuzzy_match
DEALMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
DBMEDX,PRIVATE,PRIVATE,100,partial,fuzzy_match
DBA BOVIE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DAVOL,BDX,US,100,partial,fuzzy_match
DANYANG SUNMED HEALTHCARE,PRIVATE,PRIVATE,100,partial,fuzzy_match
DANYANG MAXTHAI MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
DETECT HEADQUARTERS,GALD,CH,100,partial,fuzzy_match
DESARROLLO E INVESTIGACION MEDICA ARAGONESA S L,PRIVATE,PRIVATE,100,partial,fuzzy_match
DEROYAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DEPUYSYNTHES,JNJ,US,100,partial,fuzzy_match
DEPUY SYNTHES PRODUCTS LL,JNJ,US,100,partial,fuzzy_match
DEPUY SYNTHES,JNJ,US,100,partial,fuzzy_match
DEPUY SPINE MEDOS INTERNATIONAL RL CH,JNJ,US,100,partial,fuzzy_match
DEPUY ORTHOPAEDICS,JNJ,US,100,partial,fuzzy_match
DEPUY IRELAND UC,JNJ,US,100,partial,fuzzy_match
DEPUY IRELAND 9616671,JNJ,US,100,partial,fuzzy_match
DEPUY FRANCE 3003895575,JNJ,US,100,partial,fuzzy_match
DEPUY CMW 9610921DEPUY IRELAND,JNJ,US,100,partial,fuzzy_match
DENTSPLY,XRAY,US,100,partial,fuzzy_match
DENTALEZ,ZBH,US,100,partial,fuzzy_match
MEDICAL ACTIONS INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDICAL,ABT,US,100,partial,fuzzy_match
MEDI TATE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDI NUCLEAR,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDENTIKA,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDELA,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDEFIL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDCAD,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDAX UNIPERSONALE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDARTIS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MEDACTA,MOVE,CH,100,partial,fuzzy_match
MED WAY,PRIVATE,PRIVATE,100,partial,fuzzy_match
MED MICHIGAN HOLDINGS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MED EL ELEKTROMEDIZINISCHE GERAETE,PRIVATE,PRIVATE,100,partial,fuzzy_match
MED EL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MED DYNE,PRIVATE,PRIVATE,100,partial,fuzzy_match
DONGGUAN AIDISY MACHINERY AND ELECTRONIC EQUIPMENT,GALD,CH,100,partial,fuzzy_match
DOMICO MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
DOCTOR EASY MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
DJ ORTHOPEDICS MEXICO C V,QDEL,US,100,partial,fuzzy_match
DIXI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DIGITAL HEALTH SOLUTIONS,HSIC,US,100,partial,fuzzy_match
DIASORIN MOLECULAR,DIAS,IT,100,partial,fuzzy_match
DIABETES CARE,TNDM,US,100,partial,fuzzy_match
DEXCOM SDN BHD,DXCM,US,100,partial,fuzzy_match
DEXCOM G6 CONTINUOUS GLUCOSE MONITORING SYSTEM,DXCM,US,100,partial,fuzzy_match
DEVORO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DRAGERWERK,DRW3,DE,100,partial,fuzzy_match
DRAEGER MEDICAL MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
DRAEGER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DRAEGER,DRW3,DE,100,partial,fuzzy_match
DR COMFORT A DJO,ENOV,US,100,partial,fuzzy_match
DOUGLAS PATTON TERUMOMEDICAL COM,PRIVATE,PRIVATE,100,partial,fuzzy_match
DOUGLAS MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
DORNIER MEDTECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
EDGE BIOLOGICALS,BIM,FR,100,partial,fuzzy_match
E M S ELECTRO MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
E LINKCARE MEDITECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
DUPUY SYNTHES JOHNSON AND JOHNSON,JNJ,US,100,partial,fuzzy_match
DUPUY ORTHOPAEDICS,QDEL,US,100,partial,fuzzy_match
DUOPROSS MEDITECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
DT MEDTECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
DSM BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
DRIVE MEDICAL CANADA,PRIVATE,PRIVATE,100,partial,fuzzy_match
DRIVE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MDT,MDT,US,100,partial,fuzzy_match
MCKESSON MEDICAL SURGICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MCKESSON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MCKESSON HEADQUARTERS,GALD,CH,100,partial,fuzzy_match
MCKESSION MEDICAL SURGICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MCGHAN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MAXIMBIO,BIM,FR,100,partial,fuzzy_match
MAXIM BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MAVERIC MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EDWARDS LIFESCIENCE,EW,US,100,partial,fuzzy_match
EDWARDS LIFESC,EW,US,100,partial,fuzzy_match
EDWARDS LIFE,EW,US,100,partial,fuzzy_match
EDWARDS,EW,US,100,partial,fuzzy_match
MAR MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
MAQUET GETINGE GROUP,MDT,US,100,partial,fuzzy_match
MAQUET GENTINGE GROUP,MDT,US,100,partial,fuzzy_match
MAQUET CARDIOPULMONARY MEDIKAL TEKNIK SAN TIC STI,PRIVATE,PRIVATE,100,partial,fuzzy_match
MANUFACTURER UNKNOWN,PRIVATE,PRIVATE,100,partial,fuzzy_match
MANUFACTURED FOR MICROPORT CRM,853,HK,100,partial,fuzzy_match
MALLINCKRODT PHARMACEUTICALS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MAINSTAY MEDICAL US IINC,PRIVATE,PRIVATE,100,partial,fuzzy_match
MAINSTAY MEDICAL US,PRIVATE,PRIVATE,100,partial,fuzzy_match
LYNN MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ELA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EKSO BIONICS,BIM,FR,100,partial,fuzzy_match
EIZO,ZBH,US,100,partial,fuzzy_match
EDWARDS LIFESCIENCESE,EW,US,100,partial,fuzzy_match
EDWARDS LIFESCIENCES CORPONE,EW,US,100,partial,fuzzy_match
LTL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LOWENSTEIN MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
LONG BEACH MEMORIAL MEDICAL CENTER,PRIVATE,PRIVATE,100,partial,fuzzy_match
LOEWENSTIEN MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
LOEWENSTEIN MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
LOEWENSTEIN MEDICAL AMERICAS,PRIVATE,PRIVATE,100,partial,fuzzy_match
LINKS MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
LINEUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LIGHTFORCE ORTHODONTICS,QDEL,US,100,partial,fuzzy_match
LIFESCIENCES,EW,US,100,partial,fuzzy_match
ENVISTA MEDICAL DEVICE,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENTERRA MEDICAL IINC,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENOVRE MEDICAL L P,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENGINEERED MEDICAL SOLUTIONS DBA BIHLERMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENDOLOGIX MILPITAS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENDOGASTRIC SOLUTIONS,HSIC,US,100,partial,fuzzy_match
ENCORE MEDICAL LP,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENCORE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EMBECTA MEDICAL I,PRIVATE,PRIVATE,100,partial,fuzzy_match
ELUCENT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ELENKER FUZHOU FEIWO TRADING,ZBH,US,100,partial,fuzzy_match
ELECTROMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
LIFECORE BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LIBERTY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LI,EW,US,100,partial,fuzzy_match
LEXION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LEXINGTON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
LERADO ZHONGSHAN PEACEFUL COVE BUSINESS,ZBH,US,100,partial,fuzzy_match
LEPU MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
LEICA BIOSYSTEMS RICHMOND,BIM,FR,100,partial,fuzzy_match
LEICA BIOSYSTEMS,BIM,FR,100,partial,fuzzy_match
LEGAL MANUFACTURER OLYMPUS WINTER AND IBE,7733,JP,100,partial,fuzzy_match
ETHICON ECHELON FLEX,JNJ,US,100,partial,fuzzy_match
ESSENTIAL MEDICAL SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
ESPINER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ERBE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ERBE ELEKTROMEDIZIN,PRIVATE,PRIVATE,100,partial,fuzzy_match
EPS BIO TECHNOLOGY,BIM,FR,100,partial,fuzzy_match
EPIMED INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EPIEN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EPIC MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENVUE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENVOY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ENVIZION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EXSURCO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EXIMO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EXCITE MEDICAL TAMPA BAY,PRIVATE,PRIVATE,100,partial,fuzzy_match
EXCELSIOR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
EXCELERON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
